Date,Wochentag,avg_index_miv,avg_index_miv_w,avg_index_velo,avg_index_velo_w,avg_index_fuss,avg_index_fuss_w,avg_index_oev,avg_index_oev_w,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,Lufttemperatur,Niederschlagsdauer,avg_7day_index_miv,avg_7day_index_velo,avg_7day_index_fuss,avg_7day_index_oev,avg_7day_index_retail,avg_7day_index_grocery,avg_7day_index_parks,avg_7day_index_transit,avg_7day_index_work,avg_7day_index_residential,avg_7day_temp,avg_7day_rain
2020-07-28,Dienstag,0.882798111086831,0.883612885538865,2.42321752390879,2.11849155637259,1.89563023790248,0.996141369709304,0.513874401371943,0.51395092959177,0.82,0.95,2.12,0.69,0.58,1.06,26.1,19.8,0.919380991941119,2.07719902050753,0.893788159233181,0.585091528830263,0.79,0.947142857142857,1.92142857142857,0.715714285714286,0.691428571428571,1.04428571428571,23.4,30.7285714285714
2020-07-29,Mittwoch,0.946231567358725,0.95146693381983,2.29268418689474,2.08505624336471,1.7024091445787,0.892977771342491,0.568214249092455,0.568449560526919,0.78,0.98,2,0.68,0.57,1.06,24.3,0,0.916921340833312,2.0718295585273,0.891204143929573,0.581508664762713,0.788571428571429,0.951428571428571,1.94428571428571,0.714285714285714,0.682857142857143,1.04285714285714,23.4857142857143,30.7142857142857
2020-07-30,Donnerstag,0.924847111856246,0.928428809948272,2.29167646941392,2.05236579211387,1.61600989194331,0.796460541915087,0.543553376848537,0.543904491042606,0.75,1.13,2.36,0.68,0.56,1.05,25.5,0,0.913039526100484,2.14269758964583,0.902385100565075,0.576555683030918,0.781428571428572,0.975714285714286,2.09571428571429,0.714285714285714,0.674285714285714,1.03857142857143,23.6857142857143,29.9714285714286
2020-07-31,Freitag,0.921078871787908,0.922916916329063,2.28592564092883,2.02062850321287,1.20050675787194,0.659501332938207,0.56578572265419,0.564797701327949,0.33,0.27,2.54,0.76,0.64,0.99,28.2,0,0.909435425054524,2.08480250479709,0.857696201992409,0.554305089032051,0.724285714285714,0.887142857142857,2.11714285714286,0.707142857142857,0.635714285714286,1.04142857142857,24.8428571428571,10.3142857142857
2020-08-01,Samstag,0.742009688331537,0.74375369200592,1.66431120318089,1.62273129315299,0.66117280323298,0.662624892966019,0.662978736743996,0.662873704509828,0.7,1.04,0.95,0.71,0.89,1,26.6,48,0.883874036780705,1.97932306746828,0.828260186698072,0.552187027980767,0.714285714285714,0.892857142857143,2.04,0.698571428571429,0.627142857142857,1.04285714285714,25.4285714285714,17.1714285714286
2020-08-02,Sonntag,0.836348234906555,0.823312099393479,1.04779608707549,0.991265120617883,0.673897691284182,0.604736269290085,0.530252947370861,0.530247217130851,0.84,0.99,0.82,0.65,0.57,1.1,21.1,272.3,0.878767605058653,1.82595024376272,0.778096651819566,0.555444663213741,0.717142857142857,0.9,1.82,0.691428571428571,0.627142857142857,1.04857142857143,25.2,48.5857142857143
2020-08-03,Montag,0.920752447713055,0.916569221616037,1.10605690517696,1.0524456055675,0.864592753060524,0.7217233432214,0.545465785267045,0.545510330276182,0.85,0.96,1.1,0.67,0.58,1.1,17.2,605.3,0.881437222664495,1.70614058777177,0.762023645911799,0.561446459907004,0.724285714285714,0.902857142857143,1.69857142857143,0.691428571428571,0.627142857142857,1.05142857142857,24.1428571428571,135.057142857143
2020-08-04,Dienstag,0.913161922647964,0.910366356348108,2.24864089060921,1.98177749685263,1.84128496668457,1.12500830248833,0.554454779350537,0.554538871700349,0.83,0.94,2,0.71,0.59,1.06,15,551.3,0.885259147065816,1.68661000784035,0.780433207737374,0.567243656761089,0.725714285714286,0.901428571428571,1.68142857142857,0.694285714285714,0.628571428571429,1.05142857142857,22.5571428571429,210.985714285714
2020-08-05,Mittwoch,0.963656948921672,0.965317770596908,2.31338883365169,2.09084559218226,1.68552909863473,1.01350046582536,0.591788820324682,0.59201537818938,0.8,0.95,1.96,0.69,0.59,1.06,17.9,0,0.88723783803397,1.68743705767143,0.797650735520641,0.570611452651407,0.728571428571429,0.897142857142857,1.67571428571429,0.695714285714286,0.631428571428572,1.05142857142857,21.6428571428571,210.985714285714
2020-08-06,Donnerstag,0.93342188584918,0.932473626483952,2.33798734610703,2.11830987561572,1.71940911220349,0.941827514613123,0.601351598774737,0.601599436676391,0.77,0.94,2.42,0.71,0.58,1.05,20.9,0,0.887815668967638,1.69685764102884,0.818417445906075,0.578868341498007,0.731428571428571,0.87,1.68428571428571,0.7,0.634285714285714,1.05142857142857,20.9857142857143,210.985714285714
